APN,ADDRESS_PO,AREA,ATTACHED_FLAG,DETACHED_FLAG,IMPROVEMEN,LESS_50K,SFHA_FLAG,FLOOD_FLAG,PUC_DESC,BLOCK,BOOK,LOT,SUBLOT,PARCEL_ID,PERIMETER,RETIRE_DAT,REV_DATE,TAXYEAR,LAND,FIXTURES,TOTAL_GROS,EXEM_HOMEO,NET_ASSESS,ASSESSMENT,TRA,PUC,SITUS_CITY,GEOMETRY_L,GEOMETRY_A,CENT_X,CENT_Y
63362770,2249 Clarke Ave,8637.91,1,1,"$281,494.00 ",0,1,0,Single Family Residence,2,63,77,0,181641,368.9,,5/25/2007,2017,"$281,494 ",,"$562,988 ","$7,000 ","$555,988 ",Annual,21014,1,East Palo Alto,364.0333061,8419.788193,-122.1351089,37.46682555
63362780,803 Bell St,9108.75,1,1,"$68,945.00 ",0,0,0,Single Family Residence,2,63,78,0,181637,408.07,,5/25/2007,2017,"$41,553 ",,"$110,498 ",,"$110,498 ",Annual,21014,1,East Palo Alto,408.0665269,9108.772017,-122.1369524,37.46630855
63362790,825 Bell St,9121.43,1,1,"$139,195.00 ",0,0,0,Single Family Residence,2,63,79,0,181636,408.45,,5/25/2007,2017,"$139,195 ",,"$278,390 ","$7,000 ","$271,390 ",Annual,21014,1,East Palo Alto,408.5457165,9129.372733,-122.136725,37.46631624
63363230,818 Bell St,8761.8,1,1,"$227,822.00 ",0,0,0,Single Family Residence,3,63,23,0,181603,404.08,,5/25/2007,2017,"$502,243 ",,"$730,065 ","$7,000 ","$723,065 ",Annual,21014,1,East Palo Alto,404.34817,8770.313407,-122.1367361,37.46579766
63363250,898 Bell St,10337.49,1,1,"$79,557.00 ",0,1,0,Single Family Residence,3,63,25,0,181600,442.09,,5/25/2007,2017,"$38,247 ",,"$117,804 ",,"$117,804 ",Annual,21014,1,East Palo Alto,438.0920181,10281.3314,-122.1352034,37.46588481
63185180,471 Green St,14145.5,,,"$286,182 ",,,,More than 1 detached living unit,5,63,18,0,182756,630.24,,5/25/2007,2017,"$193,876 ",,"$480,058 ","$7,000 ","$473,058 ",Annual,21029,91,East Palo Alto,639.0677421,14450.41371,-122.1443098,37.46455299
63363290,2192A Cooley Ave,6350.06,1,,"$228,166.00 ",0,0,0,Single Family Residence,3,63,29,0,181580,333.69,,5/25/2007,2017,"$126,948 ",,"$355,114 ",,"$355,114 ",Annual,21014,1,East Palo Alto,339.7318705,6462.352362,-122.1390167,37.46583381
63363300,2180 Cooley Ave,5750.83,1,,"$136,243.00 ",0,0,0,Single Family Residence,3,63,30,0,181579,330.05,,5/25/2007,2017,"$136,243 ",,"$272,486 ","$7,000 ","$265,486 ",Annual,21014,1,East Palo Alto,340.1856635,6136.723701,-122.1390181,37.4656876
63363320,2168 Cooley Ave,5750.83,1,,"$35,991.00 ",1,0,0,Single Family Residence,3,63,32,0,181575,330.05,,5/25/2007,2017,"$8,987 ",,"$44,978 ","$7,000 ","$37,978 ",Annual,21014,1,East Palo Alto,328.4662222,5637.838733,-122.1390083,37.46514318
63321100,2160 University Ave,16343.21,,,"$154,416 ",,,,Store,1,63,10,0,182013,517.16,,5/25/2007,2017,"$197,314 ",,"$351,730 ",,"$351,730 ",Annual,21054,11,East Palo Alto,510.5235709,15969.43721,-122.1412387,37.46438109
111800999,,43078.31,,,,,,,,0,111,1,0,18231,900.23,,5/25/2007,0,,,,,,,,,,896.3891495,43150.67963,-122.150468,37.46280132
63344330,,7710.38,,,,,,,,4,63,33,0,181860,379.84,,5/25/2007,0,,,,,,,,,,375.5632198,7585.347703,-122.1332885,37.46530411
63363340,2172 Cooley Ave,5750.83,1,,"$160,034.00 ",0,0,0,Single Family Residence,3,63,34,0,181576,330.05,,5/25/2007,2017,"$160,034 ",,"$320,068 ","$7,000 ","$313,068 ",Annual,21014,1,East Palo Alto,331.7936583,5785.659899,-122.1390092,37.46527881
63363350,2195 Clarke Ave,5133.69,,,"$74,674.00 ",0,1,0,Single Family Residence,3,63,35,0,181598,303.33,,5/25/2007,2017,"$173,160 ",,"$247,834 ","$7,000 ","$240,834 ",Annual,21014,1,East Palo Alto,304.8773531,5094.558092,-122.1350522,37.46569138
63363370,860 Bell St,7000.21,1,,"$181,766.00 ",0,0,0,Single Family Residence,3,63,37,0,181594,380.01,,5/25/2007,2017,"$114,503 ",,"$296,269 ",,"$296,269 ",Annual,21014,1,East Palo Alto,380.4093275,7010.128255,-122.1358773,37.46582585
63183110,1401 Bayshore Rd,9618.77,,,"$76,035 ",,,,Fourplex,3,63,11,0,182785,505.14,,5/25/2007,2017,"$18,989 ",,"$95,024 ",,"$95,024 ",Annual,21029,4,East Palo Alto,489.8303791,9023.070069,-122.1458957,37.46405171
63363380,2176 Cooley Ave,5750.83,1,,"$233,729.00 ",0,0,0,Single Family Residence,3,63,38,0,181577,330.05,,5/25/2007,2017,"$9,482 ",,"$243,211 ","$7,000 ","$236,211 ",Annual,21014,1,East Palo Alto,333.4397214,5834.219069,-122.1390123,37.46541588
63146120,2067 Oakwood Dr,11027.93,,,"$322,540 ",,,,Duplex,6,63,12,0,183170,448.15,,5/25/2007,2017,"$322,540 ",,"$645,080 ",,"$645,080 ",Annual,21029,2,East Palo Alto,444.9034296,10863.64097,-122.1483246,37.46390106
63363390,784 Bell St,40034.79,1,1,"$29,846.00 ",1,0,0,Single Family Residence,3,63,39,0,181588,874.57,,5/25/2007,2017,"$29,846 ",,"$59,692 ","$7,000 ","$52,692 ",Annual,21014,1,East Palo Alto,876.3235807,40580.99748,-122.1377254,37.46553512
63363410,2197 Clarke Ave,5108.55,,,"$95,443.00 ",0,1,0,Single Family Residence,3,63,41,0,181597,302.35,,5/25/2007,2017,"$9,491 ",,"$104,934 ",,"$104,934 ",Annual,21014,1,East Palo Alto,306.9473155,5226.31762,-122.1350469,37.46555346
63363420,2199 Clarke Ave,4471.5,,,"$112,739.00 ",0,1,0,Single Family Residence,3,63,42,0,181599,286.75,,5/25/2007,2017,"$112,739 ",,"$225,478 ",,"$225,478 ",Annual,21014,1,East Palo Alto,293.3258827,4756.861074,-122.1349614,37.46590368
63363430,2178 Cooley Ave,5750.83,1,,"$145,204.00 ",0,0,0,Single Family Residence,3,63,43,0,181578,330.05,,5/25/2007,2017,"$145,204 ",,"$290,408 ","$7,000 ","$283,408 ",Annual,21014,1,East Palo Alto,330.8634935,5635.898741,-122.1390152,37.46555038
63363450,832 Bell St,42426.47,1,1,"$569,651.00 ",0,0,0,Single Family Residence,3,63,45,0,181602,891.14,,5/25/2007,2017,"$569,651 ",,"$1,139,302 ","$7,000 ","$1,132,302 ",Annual,21014,1,East Palo Alto,893.874741,43233.43594,-122.1363737,37.46558049
111890030,135 Okeefe St,15737.69,,,"$250,566 ",,,,Residential Condo,0,111,3,0,18230,533.76,,5/25/2007,2017,"$107,381 ",,"$357,947 ","$7,000 ","$350,947 ",Annual,21020,97,East Palo Alto,529.9365139,15673.37628,-122.1510157,37.46290117
111890040,135 Okeefe St,15737.69,,,"$679,582 ",,,,Residential Condo,0,111,4,0,18230,533.76,,5/25/2007,2017,"$291,249 ",,"$970,831 ",,"$970,831 ",Annual,21020,97,East Palo Alto,529.9365139,15673.37628,-122.1510157,37.46290117
111890020,135 Okeefe St,15737.69,,,"$605,281 ",,,,Residential Condo,0,111,2,0,18230,533.76,,5/25/2007,2017,"$259,406 ",,"$864,687 ",,"$864,687 ",Annual,21020,97,East Palo Alto,529.9365139,15673.37628,-122.1510157,37.46290117
111890010,135 Okeefe St,15737.69,,,"$166,938 ",,,,Residential Condo,0,111,1,0,18230,533.76,,5/25/2007,2017,"$41,720 ",,"$208,658 ",,"$208,658 ",Annual,21020,97,East Palo Alto,529.9365139,15673.37628,-122.1510157,37.46290117
63374140,763 Donohoe St,34197.36,,,"$356,670 ",,,,Church,4,63,14,0,181506,870.7,,5/25/2007,2017,"$29,846 ",,"$386,516 ",,,Annual,21014,71,East Palo Alto,875.0019551,33553.87274,-122.1374436,37.4629501
63363460,736 Bell St,36748.52,1,1,"$247,304.00 ",0,0,0,Single Family Residence,3,63,46,0,181581,852.51,,5/25/2007,2017,"$85,780 ",,"$333,084 ","$7,000 ","$326,084 ",Annual,21014,1,East Palo Alto,843.6420586,35812.07814,-122.1386092,37.46550406
63363470,758 Bell St,4976.4,,,"$202,927.00 ",0,0,0,Single Family Residence,3,63,47,0,181587,298.48,,5/25/2007,2017,"$202,927 ",,"$405,854 ",,"$405,854 ",Annual,21014,1,East Palo Alto,297.5964312,4954.218246,-122.1383282,37.4657986
63464020,395 Okeefe St,83258.74,,,"$1,343,398 ",,,,Five or More Units,4,63,2,0,18256,1210.03,,5/25/2007,2017,"$11,072,001 ",,"$12,415,399 ",,"$12,415,399 ",Annual,21029,5,East Palo Alto,1188.5244,80800.7752,-122.1465176,37.46248531
63292190,,14928.57,,,,,,,Vacant Land,2,63,19,0,182094,498.59,,5/25/2007,2017,"$638,533 ",,"$638,533 ",,"$638,533 ",Annual,21014,0,East Palo Alto,488.2501551,14178.98351,-122.1426874,37.46297079
63363480,770 Bell St,4841.77,,,"$180,375.00 ",0,0,0,Single Family Residence,3,63,48,0,181586,289.74,,5/25/2007,2017,"$318,311 ",,"$498,686 ","$7,000 ","$491,686 ",Annual,21014,1,East Palo Alto,290.9672651,4922.385247,-122.1381561,37.46580047
63363490,2178 Henry Ct,4832.78,,,"$535,500.00 ",0,0,0,Single Family Residence,3,63,49,0,181585,291.79,,5/25/2007,2017,"$484,500 ",,"$1,020,000 ","$7,000 ","$1,013,000 ",Annual,21014,1,East Palo Alto,293.9966701,4830.431924,-122.1382603,37.46559272
63363500,2176 Henry Ct,5258.99,,,"$330,695.00 ",0,0,0,Single Family Residence,3,63,50,0,181584,291.97,,5/25/2007,2017,"$330,695 ",,"$661,390 ",,"$661,390 ",Annual,21014,1,East Palo Alto,287.3442645,5162.749629,-122.1382964,37.46539722
63363510,2174 Henry Ct,6556.4,1,,"$220,121.00 ",0,0,0,Single Family Residence,3,63,51,0,181583,367.73,,5/25/2007,2017,"$220,121 ",,"$440,242 ","$7,000 ","$433,242 ",Annual,21014,1,East Palo Alto,384.0855827,6595.885736,-122.1382354,37.46521795
63185090,2186 Lincoln St,5930.12,,,"$141,805 ",,,,More than 1 detached living unit,5,63,9,0,182762,328.6,,5/25/2007,2017,"$141,805 ",,"$283,610 ",,"$283,610 ",Annual,21029,91,East Palo Alto,320.1917226,5465.407356,-122.1455933,37.46564287
63363520,2172 Henry Ct,4967.61,,,"$220,121.00 ",0,0,0,Single Family Residence,3,63,52,0,181582,320.23,,5/25/2007,2017,"$220,121 ",,"$440,242 ",,"$440,242 ",Annual,21014,1,East Palo Alto,322.6872504,5221.141244,-122.1380285,37.46525625
63363540,852 Bell St,6944.91,1,,"$118,835.00 ",0,0,0,Single Family Residence,3,63,54,0,181601,369.23,,5/25/2007,2017,"$118,835 ",,"$237,670 ",,"$237,670 ",Annual,21014,1,East Palo Alto,368.5441334,6883.760432,-122.1360535,37.4658314
63363550,882 Bell St,38841.03,1,1,"$117,852.00 ",0,0,0,Single Family Residence,3,63,55,0,181595,974.84,,5/25/2007,2017,"$79,373 ",,"$197,225 ","$7,000 ","$190,225 ",Annual,21014,1,East Palo Alto,961.918839,37401.19243,-122.1357954,37.46551637
63371080,885 Green St,5126.13,,,"$267,228.00 ",0,1,0,Single Family Residence,1,63,8,0,181574,307.72,,5/25/2007,2017,"$267,228 ",,"$534,456 ","$7,000 ","$527,456 ",Annual,21014,1,East Palo Alto,314.5818014,5358.322028,-122.1352128,37.46448067
63371090,881 Green St,14785.9,1,1,"$50,101.00 ",0,0,0,Single Family Residence,1,63,9,0,181573,496.25,,5/25/2007,2017,"$16,852 ",,"$66,953 ","$7,000 ","$59,953 ",Annual,21014,1,East Palo Alto,511.2709567,15742.82886,-122.1354793,37.464533
63371100,857 Green St,42456.74,1,1,"$454,226.00 ",0,0,0,Single Family Residence,1,63,10,0,181572,898.28,,5/25/2007,2017,"$520,056 ",,"$974,282 ","$7,000 ","$967,282 ",Annual,21014,1,East Palo Alto,892.2026018,41180.58486,-122.1358881,37.46474425
63371110,845 Green St,20219.28,1,1,"$123,079.00 ",0,0,0,Single Family Residence,1,63,11,0,181571,756.8,,5/25/2007,2017,"$418,048 ",,"$541,127 ",,"$541,127 ",Annual,21014,1,East Palo Alto,760.0001102,20322.33892,-122.1362236,37.46473329
63371120,833 Green St,20735.21,1,1,"$10,821.00 ",1,0,0,Single Family Residence,1,63,12,0,181570,760.26,,5/25/2007,2017,"$373,378 ",,"$384,199 ",,"$384,199 ",Annual,21014,1,East Palo Alto,763.2241194,20833.27858,-122.1364481,37.46472596
63371140,805 Green St,17736.72,1,1,"$90,072.00 ",0,0,0,Single Family Residence,1,63,14,0,181566,741.53,,5/25/2007,2017,"$753,654 ",,"$843,726 ",,"$843,726 ",Annual,21014,1,East Palo Alto,743.8354688,17850.28146,-122.1369239,37.46471079
63155010,2106 Oakwood Dr,8405.99,,,"$213,808 ",,,,Store,5,63,1,0,183026,381.38,,5/25/2007,2017,"$152,300 ",,"$366,108 ",,"$366,108 ",Annual,21029,11,East Palo Alto,360.9947135,7493.152858,-122.1474952,37.46490442
63351570,1070 Beech St,16945.63,,,"$469,681 ",,,,School,1,63,57,0,181709,529.32,,5/25/2007,2017,"$469,681 ",,"$939,362 ",,,Annual,21004,72,East Palo Alto,518.7711443,16204.04552,-122.1304711,37.46486938
63371280,2158 Cooley Ave,5101.28,,,"$117,221.00 ",0,0,0,Single Family Residence,1,63,28,0,181560,304.11,,5/25/2007,2017,"$37,500 ",,"$154,721 ","$7,000 ","$147,721 ",Annual,21014,1,East Palo Alto,304.5761558,5127.632978,-122.1390123,37.46458654
63371290,2160 Cooley Ave,5119.6,,,"$176,130.00 ",0,0,0,Single Family Residence,1,63,29,0,181559,304.46,,5/25/2007,2017,"$176,130 ",,"$352,260 ","$7,000 ","$345,260 ",Annual,21014,1,East Palo Alto,306.5285103,5228.298848,-122.1390159,37.46472593
63155190,2109 Dumbarton Ave,7949.39,,,"$445,634 ",,,,Five or More Units,5,63,19,0,183008,369.65,,5/25/2007,2017,"$652,538 ",,"$1,098,172 ",,"$1,098,172 ",Annual,21029,5,East Palo Alto,360.7860341,7482.744515,-122.1471863,37.46472395
63371300,2162 Cooley Ave,4996.66,,,"$124,056.00 ",0,0,0,Single Family Residence,1,63,30,0,181558,302.01,,5/25/2007,2017,"$49,970 ",,"$174,026 ","$7,000 ","$167,026 ",Annual,21014,1,East Palo Alto,304.4143844,5121.124975,-122.1390212,37.46486521
63371330,2161 Clarke Ave,4470.8,,,"$288,245.00 ",0,1,0,Single Family Residence,1,63,33,0,181553,274.14,,5/25/2007,2017,"$288,245 ",,"$576,490 ","$7,000 ","$569,490 ",Annual,21014,1,East Palo Alto,281.2899016,4809.870272,-122.1349929,37.46488633
63600060,1266 Beech St,80471.29,,,,,,,Vacant Land,0,63,6,0,18341,1137.28,,5/25/2007,2017,,,,,,Annual,21004,0,East Palo Alto,1136.543674,80382.50855,-122.1269718,37.46472505
63371340,2153 Clarke Ave,5007.97,,,"$258,955.00 ",0,1,0,Single Family Residence,1,63,34,0,181552,288.91,,5/25/2007,2017,"$209,028 ",,"$467,983 ",,"$467,983 ",Annual,21014,1,East Palo Alto,282.0753856,4821.082341,-122.1349859,37.46458767
63371350,2151 Clarke Ave,4045.76,,,"$23,216.00 ",1,1,1,Single Family Residence,1,63,35,0,181551,259.45,,5/25/2007,2017,"$9,482 ",,"$32,698 ",,"$32,698 ",Annual,21014,1,East Palo Alto,260.3659297,4166.056029,-122.1349863,37.46443875
63371360,2157 Clarke Ave,4534.58,,,"$156,768.00 ",0,1,0,Single Family Residence,1,63,36,0,181550,281.09,,5/25/2007,2014,"$156,768 ",,"$313,536 ",,"$313,536 ",Annual,21014,1,East Palo Alto,276.5970288,4426.382063,-122.1349989,37.46473657
63371370,2164 Cooley Ave,5244.46,,,"$37,804.00 ",1,0,0,Single Family Residence,1,63,37,0,181557,306.85,,5/25/2007,2017,"$8,987 ",,"$46,791 ","$7,000 ","$39,791 ",Annual,21014,1,East Palo Alto,306.8473804,5244.454347,-122.1390243,37.46500475
63371390,2185 Clarke Ave,4801.52,,,"$34,982.00 ",1,1,1,Single Family Residence,1,63,39,0,181554,281.82,,5/25/2007,2017,"$9,453 ",,"$44,435 ",,"$44,435 ",Annual,21014,1,East Palo Alto,266.3638392,4209.962593,-122.1349955,37.46503786
63371400,2156 Cooley Ave,5255.27,,,"$108,880.00 ",0,0,0,Single Family Residence,1,63,40,0,181556,307.13,,5/25/2007,2017,"$49,970 ",,"$158,850 ","$7,000 ","$151,850 ",Annual,21014,1,East Palo Alto,303.4172095,5068.521106,-122.1390088,37.4644493
63371410,2150 Cooley Ave,5334.45,,,"$108,225.00 ",0,0,0,Single Family Residence,1,63,41,0,181555,301.45,,5/25/2007,2017,"$218,615 ",,"$326,840 ","$7,000 ","$319,840 ",Annual,21014,1,East Palo Alto,300.5915688,5290.986564,-122.1390035,37.46430974
63371420,807 Green St,11903.15,1,1,"$346,800.00 ",0,0,0,Single Family Residence,1,63,42,0,181569,763.75,,5/25/2007,2017,"$540,600 ",,"$887,400 ",,"$887,400 ",Annual,21014,1,East Palo Alto,764.3342074,11753.65732,-122.1367318,37.46487106
63371430,817 Green St,5711.58,1,,"$105,353.00 ",0,0,0,Single Family Residence,1,63,43,0,181568,313.55,,5/25/2007,2017,"$29,004 ",,"$134,357 ","$7,000 ","$127,357 ",Annual,21014,1,East Palo Alto,313.5480083,5711.621034,-122.1366614,37.46473673
63371440,827 Green St,5990.78,1,,"$89,945.00 ",0,0,0,Single Family Residence,1,63,44,0,181567,323.24,,5/25/2007,2017,"$30,334 ",,"$120,279 ",,"$120,279 ",Annual,21014,1,East Palo Alto,323.7585424,6005.761497,-122.136653,37.46445744
63292160,2117 University Ave,22487.37,,,"$54,111 ",,,,Professional Bldg.,2,63,16,0,182097,600.02,,5/25/2007,2017,"$903,687 ",,"$957,798 ",,"$193,221 ",Annual,21014,19,East Palo Alto,600.0186658,22500.79506,-122.142133,37.46369872
63373010,2148 Cooley Ave,5789.67,1,,"$61,169.00 ",0,0,0,Single Family Residence,3,63,1,0,181549,311.83,,5/25/2007,2017,"$222,440 ",,"$283,609 ","$7,000 ","$276,609 ",Annual,21014,1,East Palo Alto,303.63636,5412.544881,-122.1390663,37.46395438
63373020,712 Green St,6181.07,1,,"$215,194.00 ",0,0,0,Single Family Residence,3,63,2,0,181548,326.06,,5/25/2007,2017,"$215,194 ",,"$430,388 ","$7,000 ","$423,388 ",Annual,21014,1,East Palo Alto,321.5134814,5969.975474,-122.1388746,37.463962
63373030,716 Green St,5150.89,,,"$155,971.00 ",0,0,0,Single Family Residence,3,63,3,0,181547,306.05,,5/25/2007,2017,"$155,971 ",,"$311,942 ",,"$311,942 ",Annual,21014,1,East Palo Alto,308.2343821,5269.658964,-122.1386862,37.46396816
63373040,720 Camphor Way,4958.1,,,"$118,024.00 ",0,0,0,Single Family Residence,3,63,4,0,181546,295.09,,5/25/2007,2017,"$64,661 ",,"$182,685 ","$7,000 ","$175,685 ",Annual,21014,1,East Palo Alto,285.707056,4461.629988,-122.1385233,37.46396967
63373050,752 Camphor Way,4917.86,,,"$46,814.00 ",1,0,0,Single Family Residence,3,63,5,0,181545,293.94,,5/25/2007,2017,"$35,112 ",,"$81,926 ",,"$81,926 ",Annual,21014,1,East Palo Alto,312.3584329,5802.080784,-122.1381766,37.46398205
63373060,756 Green St,5101.36,,,"$253,710.00 ",0,0,0,Single Family Residence,3,63,6,0,181544,304.08,,5/25/2007,2017,"$253,710 ",,"$507,420 ",,"$507,420 ",Annual,21014,1,East Palo Alto,308.7817333,5259.348364,-122.1379923,37.46398944
63442650,226 Donohoe St,7905.66,,,"$377,400 ",,,,Duplex,2,63,65,0,181070,360.83,,5/25/2007,2017,"$438,600 ",,"$816,000 ","$7,000 ","$809,000 ",Annual,21020,2,East Palo Alto,360.609744,7897.847472,-122.1495521,37.46292415
63373070,794 Green St,40881.81,1,1,$985.00 ,1,0,0,Single Family Residence,3,63,7,0,181543,888.09,,5/25/2007,2017,"$1,580,504 ",,"$1,581,489 ",,,Annual,21014,1,East Palo Alto,890.3010719,41118.79446,-122.1376734,37.46373553
63373080,798 Green St,9052.97,1,1,"$80,784.00 ",0,0,0,Single Family Residence,3,63,8,0,181542,405.44,,5/25/2007,2017,"$269,591 ",,"$350,375 ",,"$350,375 ",Annual,21014,1,East Palo Alto,407.03395,9068.598008,-122.1373447,37.46399136
63373110,812 Green St,39120.32,1,1,"$40,191.00 ",1,0,0,Single Family Residence,3,63,11,0,181538,1149.12,,5/25/2007,2017,"$23,230 ",,"$63,421 ","$7,000 ","$56,421 ",Annual,21014,1,East Palo Alto,1148.621209,38934.16283,-122.1364781,37.46372865
63373120,816 Green St,5848.18,1,,"$39,752.00 ",1,0,0,Single Family Residence,3,63,12,0,181537,314.69,,5/25/2007,2017,"$9,491 ",,"$49,243 ","$7,000 ","$42,243 ",Annual,21014,1,East Palo Alto,316.1721956,5893.089702,-122.1363676,37.46407848
63373140,848 Green St,26981.52,1,1,"$49,105.00 ",1,0,0,Single Family Residence,3,63,14,0,181534,802.38,,5/25/2007,2017,"$168,393 ",,"$217,498 ",,"$217,498 ",Annual,21014,1,East Palo Alto,798.8199678,26871.16938,-122.1357803,37.46379993
63373160,888 Green St,9803.48,1,1,"$130,244.00 ",0,1,0,Single Family Residence,3,63,16,0,181532,430.99,,5/25/2007,2017,"$130,244 ",,"$260,488 ","$7,000 ","$253,488 ",Annual,21014,1,East Palo Alto,429.2667404,9618.907207,-122.1352871,37.4640413
63373170,892 Green St,6370.52,1,,"$12,752.00 ",1,1,1,Single Family Residence,3,63,17,0,181531,327.96,,5/25/2007,2017,"$8,932 ",,"$21,684 ",,"$21,684 ",Annual,21014,1,East Palo Alto,329.0267819,6404.60553,-122.1350701,37.46411548
63322410,,7726.94,,,,,,,Vacant Land,2,63,41,0,181955,400.51,,5/25/2007,2017,"$308,442 ",,"$308,442 ",,"$308,442 ",Annual,21054,0,,395.9870705,7399.363367,-122.1396023,37.46302663
63373180,896 Green St,3288.88,,,"$22,040.00 ",1,1,1,Single Family Residence,3,63,18,0,181530,243.83,,5/25/2007,2017,"$7,936 ",,"$29,976 ","$7,000 ","$22,976 ",Annual,21014,1,East Palo Alto,250.733454,3421.107867,-122.1348959,37.46410473
63373190,2138 Cooley Ave,5030.62,,,"$32,628.00 ",1,0,0,Single Family Residence,3,63,19,0,181524,302.04,,5/25/2007,2017,"$8,932 ",,"$41,560 ","$7,000 ","$34,560 ",Annual,21014,1,East Palo Alto,303.8034551,5127.932134,-122.1389801,37.46374879
63373200,2136 Cooley Ave,4745.23,,,"$27,574.00 ",1,0,0,Single Family Residence,3,63,20,0,181523,296.49,,5/25/2007,2017,"$8,932 ",,"$36,506 ","$7,000 ","$29,506 ",Annual,21014,1,East Palo Alto,302.9264521,5095.585839,-122.1389755,37.46361
63373210,2134 Cooley Ave,5077.7,,,"$248,957.00 ",0,0,0,Single Family Residence,3,63,21,0,181522,303.12,,5/25/2007,2017,"$248,957 ",,"$497,914 ",,"$497,914 ",Annual,21014,1,East Palo Alto,302.6753856,5095.43565,-122.1389721,37.46347128
63373220,2132 Cooley Ave,5081.67,,,"$37,368.00 ",1,0,0,Single Family Residence,3,63,22,0,181521,303.28,,5/25/2007,2017,"$9,491 ",,"$46,859 ","$7,000 ","$39,859 ",Annual,21014,1,East Palo Alto,302.4452427,5095.450704,-122.1389685,37.46333224
63373230,724 Camphor Way,5658.11,1,,"$143,506.00 ",0,0,0,Single Family Residence,3,63,23,0,181520,322.83,,5/25/2007,2017,"$143,506 ",,"$287,012 ",,"$287,012 ",Annual,21014,1,East Palo Alto,308.0038374,5262.678533,-122.1386239,37.46375986
63145030,2106 Ralmar Ave,1528.19,,,,,,,Vacant Land,5,63,3,0,183165,205.07,,5/25/2007,2017,"$5,883 ",,"$5,883 ",,"$5,883 ",Annual,21020,0,East Palo Alto,221.3769832,1768.721692,-122.149303,37.46492895
63373240,728 Camphor Way,5815.86,1,,"$75,478.00 ",0,0,0,Single Family Residence,3,63,24,0,181519,334.17,,5/25/2007,2017,"$51,464 ",,"$126,942 ","$7,000 ","$119,942 ",Annual,21014,1,East Palo Alto,335.5140748,5948.873408,-122.1386577,37.46360024
63373250,732 Camphor Way,8830.28,1,1,"$209,707.00 ",0,0,0,Single Family Residence,3,63,25,0,181518,385.04,,5/25/2007,2017,"$221,912 ",,"$431,619 ","$7,000 ","$424,619 ",Annual,21014,1,East Palo Alto,381.5671142,8833.385937,-122.1386098,37.46341142
63373260,736 Camphor Way,6391.65,1,,"$39,373.00 ",1,0,0,Single Family Residence,3,63,26,0,181517,346.24,,5/25/2007,2017,"$50,628 ",,"$90,001 ","$7,000 ","$83,001 ",Annual,21014,1,East Palo Alto,342.6976506,6376.338133,-122.138339,37.46338193
63351700,956 Beech St,33778.22,,,"$102,508 ",,,,Nurseries & Greenhouses,1,63,70,0,181721,900.06,,5/25/2007,2017,"$117,149 ",,"$219,657 ",,"$219,657 ",Annual,21004,59,East Palo Alto,889.1165827,32433.35699,-122.1335737,37.46453914
63373270,740 Camphor Way,8503.71,1,1,"$48,912.00 ",1,0,0,Single Family Residence,3,63,27,0,181516,371.59,,5/25/2007,2017,"$9,936 ",,"$58,848 ","$7,000 ","$51,848 ",Annual,21014,1,East Palo Alto,375.9175899,8694.431392,-122.1380741,37.46343062
63351210,948 Beech St,42195.9,,,"$80,534 ",,,,Nurseries & Greenhouses,1,63,21,0,181723,900.54,,5/25/2007,2017,"$139,116 ",,"$219,650 ",,"$219,650 ",Annual,21004,59,East Palo Alto,892.2717454,41466.52398,-122.1340583,37.46459856
63373280,744 Camphor Way,5173.31,,,"$39,752.00 ",1,0,0,Single Family Residence,3,63,28,0,181515,308.51,,5/25/2007,2017,"$8,932 ",,"$48,684 ","$7,000 ","$41,684 ",Annual,21014,1,East Palo Alto,327.7856024,5690.701174,-122.1380384,37.46362029
63373290,748 Camphor Way,4902.09,,,"$246,299.00 ",0,0,0,Single Family Residence,3,63,29,0,181514,291.99,,5/25/2007,2017,"$246,299 ",,"$492,598 ","$7,000 ","$485,598 ",Annual,21014,1,East Palo Alto,312.0167372,5432.67983,-122.1380846,37.46377515
63373320,2139 Clarke Ave,5089.76,,,"$112,200.00 ",0,1,0,Single Family Residence,3,63,32,0,181529,303.6,,5/25/2007,2017,"$629,340 ",,"$741,540 ",,"$741,540 ",Annual,21014,1,East Palo Alto,303.6014966,5089.814171,-122.1349983,37.46391006
63373330,886 Green St,11379.06,1,1,"$183,211.00 ",0,0,0,Single Family Residence,3,63,33,0,181528,750.24,,5/25/2007,2017,"$183,211 ",,"$366,422 ",,"$366,422 ",Annual,21014,1,East Palo Alto,749.8593131,11473.9706,-122.1355097,37.46365923
63373350,2135 Clarke Ave,12180.98,1,1,"$174,942.00 ",0,1,0,Single Family Residence,3,63,35,0,181526,443.03,,5/25/2007,2017,"$50,455 ",,"$225,397 ",,"$225,397 ",Annual,21014,1,East Palo Alto,443.0283815,12181.02951,-122.1350234,37.46370146
111890999,,15737.69,,,,,,,,0,111,1,0,18230,533.76,,5/25/2007,0,,,,,,,,,,529.9365139,15673.37628,-122.1510157,37.46290117
63600999,,70421.05,,,,,,,,0,63,99,9,18289,1090.72,,5/25/2007,0,,,,,,,,,,1071.80521,67772.81004,-122.126124,37.46472199
63401999,,7540.53,,,,,,,,1,63,99,9,18287,562.7,,5/25/2007,0,,,,,,,,,,571.412514,7821.624572,-122.1293169,37.4647527
